,timestamp,value
0,2024-01-01 00:00:00,18.3249185392
1,2024-01-01 00:00:00,18.3249185392
2,2024-01-01 00:00:00,18.3249185392
3,2024-01-01 00:05:00,21.970327182
4,2024-01-01 00:05:00,21.970327182
5,2024-01-01 00:05:00,21.970327182
6,2024-01-01 00:10:00,18.6248060317
7,2024-01-01 00:10:00,18.6248060317
8,2024-01-01 00:10:00,18.6248060317
9,2024-01-01 00:15:00,21.9536839759
10,2024-01-01 00:15:00,21.9536839759
11,2024-01-01 00:15:00,21.9536839759
12,2024-01-01 00:20:00,21.9091197303
13,2024-01-01 00:20:00,21.9091197303
14,2024-01-01 00:20:00,21.9091197303
15,2024-01-01 00:25:00,21.1752724156
16,2024-01-01 00:25:00,21.1752724156
17,2024-01-01 00:25:00,21.1752724156
18,2024-01-01 00:30:00,20.6376918483
19,2024-01-01 00:30:00,20.6376918483
20,2024-01-01 00:30:00,20.6376918483
21,2024-01-01 00:35:00,20.311228201
22,2024-01-01 00:35:00,20.311228201
23,2024-01-01 00:35:00,20.311228201
24,2024-01-01 00:40:00,21.4644061815
25,2024-01-01 00:40:00,21.4644061815
26,2024-01-01 00:40:00,21.4644061815
27,2024-01-01 00:45:00,19.1577580865
28,2024-01-01 00:45:00,19.1577580865
29,2024-01-01 00:45:00,19.1577580865
30,2024-01-01 00:50:00,19.8707248499
31,2024-01-01 00:50:00,19.8707248499
32,2024-01-01 00:50:00,19.8707248499
33,2024-01-01 00:55:00,20.4775598775
34,2024-01-01 00:55:00,20.4775598775
35,2024-01-01 00:55:00,20.4775598775
36,2024-01-01 01:00:00,19.6447619035
37,2024-01-01 01:00:00,19.6447619035
38,2024-01-01 01:00:00,19.6447619035
39,2024-01-01 01:05:00,19.7099458164
40,2024-01-01 01:05:00,19.7099458164
41,2024-01-01 01:05:00,19.7099458164
42,2024-01-01 01:10:00,19.32113867
43,2024-01-01 01:10:00,19.32113867
44,2024-01-01 01:10:00,19.32113867
45,2024-01-01 01:15:00,20.2569272667
46,2024-01-01 01:15:00,20.2569272667
47,2024-01-01 01:15:00,20.2569272667
48,2024-01-01 01:20:00,21.4022981121
49,2024-01-01 01:20:00,21.4022981121
50,2024-01-01 01:20:00,21.4022981121
51,2024-01-01 01:25:00,18.806113512
52,2024-01-01 01:25:00,18.806113512
53,2024-01-01 01:25:00,18.806113512
54,2024-01-01 01:30:00,21.737732155
55,2024-01-01 01:30:00,21.737732155
56,2024-01-01 01:30:00,21.737732155
57,2024-01-01 01:35:00,20.756350615
58,2024-01-01 01:35:00,20.756350615
59,2024-01-01 01:35:00,20.756350615
60,2024-01-01 01:40:00,21.2930928507
61,2024-01-01 01:40:00,21.2930928507
